dt,region,revenue
2008-08-12,A,1907.21879941971
2008-08-13,A,1892.29787429589
2008-08-14,A,1917.30047292557
2008-08-15,A,1897.51084142650
2008-08-16,A,1930.15079877513
2008-08-17,A,1916.31784117811
2008-08-18,A,1905.33482010102
2008-08-19,A,1898.78037619718
2008-08-20,A,1918.24434687246
2008-08-21,A,1922.66329024413
2008-08-22,A,1902.68388036254
2008-08-23,A,1902.66001167165
2008-08-24,A,1901.42250152452
2008-08-25,A,1916.15188622631
2008-08-26,A,1918.48733759876
2008-08-27,A,1919.62574867809
2008-08-28,A,1909.47154956990
2008-08-29,A,1917.77439141641
2008-08-30,A,1915.22535475101
2008-08-31,A,1908.31616145455
2008-09-01,A,1911.27905179314
2008-09-02,A,1908.21003157414
2008-09-03,A,1890.21740911607
2008-09-04,A,1917.754375159
2008-09-05,A,1917.87612815623
2008-09-06,A,1914.47356270718
2008-09-07,A,1922.82142496840
2008-09-08,A,1901.86466417131
2008-09-09,A,1920.22686744172
2008-09-10,A,1919.80493435344
2008-09-11,A,1911.73522088995
2008-09-12,A,1914.32720423668
2008-09-13,A,1904.63773948702
2008-09-14,A,1908.42075354768
2008-09-15,A,1912.42163203415
2008-09-16,A,1905.11771585657
2008-09-17,A,1904.44657803395
2008-09-18,A,1899.41552106796
2008-09-19,A,1894.43232364610
2008-09-20,A,1917.72622513705
2008-09-21,A,1915.95364936833
2008-09-22,A,1914.96071049683
2008-09-23,A,1911.97149498415
2008-09-24,A,1903.89715182777
2008-09-25,A,1919.34268840856
2008-09-26,A,1905.46855959708
2008-09-27,A,1932.29018942151
2008-09-28,A,1912.29595797506
2008-09-29,A,1910.6043275037
2008-09-30,A,1887.14430585539
2008-10-01,A,1908.79754674965
2008-10-02,A,1918.99534845819
2008-10-03,A,1916.77449503494
2008-10-04,A,1908.17766161599
2008-10-05,A,1913.82361305866
2008-10-06,A,1931.95856232894
2008-10-07,A,1925.49119637824
2008-10-08,A,1941.14159790444
2008-10-09,A,1908.38906089545
2008-10-10,A,1911.49113390472
2008-10-11,A,1919.41854605975
2008-10-12,A,1911.10704883601
2008-10-13,A,1904.52294608085
2008-10-14,A,1912.21647952413
2008-10-15,A,1914.44518470194
2008-10-16,A,1919.0373291474
2008-10-17,A,1915.76949430901
2008-10-18,A,1931.78499013463
2008-10-19,A,1910.57314106233
2008-10-20,A,1921.83047262212
2008-10-21,A,1927.19448408404
2008-10-22,A,1925.34820698538
2008-10-23,A,1894.05946188795
2008-10-24,A,1913.43246607851
2008-10-25,A,1908.36787121043
2008-10-26,A,1911.11473433841
2008-10-27,A,1924.78143402006
2008-10-28,A,1923.55468107545
2008-10-29,A,1921.67235937373
2008-10-30,A,1940.24206335180
2008-10-31,A,1921.06097591399
2008-11-01,A,1925.20737143677
2008-11-02,A,1913.36110777807
2008-11-03,A,1914.39281175307
2008-11-04,A,1903.68857723452
2008-11-05,A,1907.62509323687
2008-11-06,A,1919.38800723377
2008-11-07,A,1922.98599483037
2008-11-08,A,1904.77080380697
2008-11-09,A,1894.44567119901
2008-11-10,A,1928.17974173704
2008-11-11,A,1926.31501235972
2008-11-12,A,1931.70326031671
2008-11-13,A,1929.35333834751
2008-11-14,A,1904.54338767603
2008-11-15,A,1919.29144343888
2008-11-16,A,1914.67500229897
2008-11-17,A,1930.97473545618
2008-11-18,A,1934.68603697302
2008-11-19,A,1902.64102550389
2008-11-20,A,1911.85766601277
2008-11-21,A,1918.55768877393
2008-11-22,A,1917.34278748658
2008-11-23,A,1895.40645208348
2008-11-24,A,1906.42313617127
2008-11-25,A,1928.02211162215
2008-11-26,A,1912.11518912925
2008-11-27,A,1920.82056384723
2008-11-28,A,1934.07891845978
2008-11-29,A,1920.26702183045
2008-11-30,A,1926.03355845237
2008-12-01,A,1918.92565377770
2008-12-02,A,1922.67404898358
2008-12-03,A,1910.24542168064
2008-12-04,A,1928.85152429639
2008-12-05,A,1916.84845470871
2008-12-06,A,1921.40517482696
2008-12-07,A,1901.94958743116
2008-12-08,A,1944.35772683078
2008-12-09,A,1922.80108775033
2008-12-10,A,1914.72700499825
2008-12-11,A,1925.94508215686
2008-12-12,A,1917.61331500576
2008-12-13,A,1930.84736620141
2008-12-14,A,1919.49903688188
2008-12-15,A,1910.53269755895
2008-12-16,A,1924.09623374274
2008-12-17,A,1932.12517479779
2008-12-18,A,1919.20121456638
2008-12-19,A,1917.89321903705
2008-12-20,A,1915.85990032827
2008-12-21,A,1925.32300159212
2008-12-22,A,1917.61821471758
2008-12-23,A,1906.68134975598
2008-12-24,A,1907.04403778483
2008-12-25,A,1917.40515167579
2008-12-26,A,1906.15645451719
2008-12-27,A,1922.54623999316
2008-12-28,A,1920.71468468058
2008-12-29,A,1895.14111869942
2008-12-30,A,1916.17659941362
2008-12-31,A,1928.60778097653
2009-01-01,A,1918.99276010469
2009-01-02,A,1928.71193021673
2009-01-03,A,1940.64447555950
2009-01-04,A,1926.44235840193
2009-01-05,A,1932.96599781924
2009-01-06,A,1933.38237742101
2009-01-07,A,1911.27705358042
2009-01-08,A,1931.64555138502
2009-01-09,A,1921.50305508733
2009-01-10,A,1921.37674501493
2009-01-11,A,1915.17593237639
2009-01-12,A,1933.11153736622
2009-01-13,A,1907.63607129823
2009-01-14,A,1916.15289531392
2009-01-15,A,1930.27458103220
2009-01-16,A,1924.30442093518
2009-01-17,A,1919.21925398454
2009-01-18,A,1905.30424767471
2009-01-19,A,1944.51016667288
2009-01-20,A,1910.91392157427
2009-01-21,A,1929.45621567195
2009-01-22,A,1920.52305973898
2009-01-23,A,1929.88309061372
2009-01-24,A,1935.82362562790
2009-01-25,A,1922.87484029073
2009-01-26,A,1917.71383445120
2009-01-27,A,1944.71480259479
2009-01-28,A,1927.35280076291
2009-01-29,A,1926.41432803740
2009-01-30,A,1919.20513762352
2009-01-31,A,1930.48771655232
2009-02-01,A,1919.76617061212
2009-02-02,A,1913.75298675083
2009-02-03,A,1937.96509020243
2009-02-04,A,1942.26012914449
2009-02-05,A,1953.41329409363
2009-02-06,A,1926.24327188648
2009-02-07,A,1940.9124882765
2009-02-08,A,1927.43856460026
2009-02-09,A,1927.17885630049
2009-02-10,A,1907.55949312361
2009-02-11,A,1940.39244383623
2009-02-12,A,1927.69147781160
2009-02-13,A,1915.33268428362
2009-02-14,A,1923.52280385393
2009-02-15,A,1926.56781641774
2009-02-16,A,1918.22482898151
2009-02-17,A,1961.24383872481
2009-02-18,A,1922.86567747473
2009-02-19,A,1931.11733926111
2009-02-20,A,1944.75161549733
2009-02-21,A,1927.78898504021
2009-02-22,A,1939.26550195107
2009-02-23,A,1939.39094569365
2009-02-24,A,1929.96054435708
2009-02-25,A,1932.02673340636
2009-02-26,A,1938.04895848626
2009-02-27,A,1929.92675674523
2009-02-28,A,1924.39099338387
2009-03-01,A,1924.44060179747
2009-03-02,A,1929.97208891621
2009-03-03,A,1916.41286498948
2009-03-04,A,1928.52514855926
2009-03-05,A,1937.58095902731
2009-03-06,A,1946.68135304479
2009-03-07,A,1928.07559185978
2009-03-08,A,1925.81358532909
2009-03-09,A,1927.12658413229
2009-03-10,A,1944.69448328623
2009-03-11,A,1933.63526788590
2009-03-12,A,1933.65173426787
2009-03-13,A,1950.82188618313
2009-03-14,A,1940.29083013001
2009-03-15,A,1917.41642877711
2009-03-16,A,1917.05071656757
2009-03-17,A,1926.89448343615
2009-03-18,A,1942.53546063820
2009-03-19,A,1923.35690568522
2009-03-20,A,1924.07586368638
2009-03-21,A,1931.75328587148
2009-03-22,A,1922.41767620867
2009-03-23,A,1931.15094102632
2009-03-24,A,1939.72832309862
2009-03-25,A,1930.05531207048
2009-03-26,A,1926.04108486362
2009-03-27,A,1934.41316612439
2009-03-28,A,1931.63991198524
2009-03-29,A,1951.55526573231
2009-03-30,A,1912.75693963668
2009-03-31,A,1939.24609435824
2009-04-01,A,1942.61693925796
2009-04-02,A,1935.90053974938
2009-04-03,A,1925.73557665426
2009-04-04,A,1939.80234679006
2009-04-05,A,1929.59669698352
2009-04-06,A,1934.92558673178
2009-04-07,A,1917.89530568454
2009-04-08,A,1925.95844793439
2009-04-09,A,1926.38068805488
2009-04-10,A,1935.46501250444
2009-04-11,A,1934.04382070763
2009-04-12,A,1933.99877523263
2009-04-13,A,1912.9986853343
2009-04-14,A,1932.01172976476
2009-04-15,A,1921.05595161606
2009-04-16,A,1930.90740984579
2009-04-17,A,1926.27648628559
2009-04-18,A,1932.08737102611
2009-04-19,A,1926.13251270536
2009-04-20,A,1938.22008830739
2009-04-21,A,1949.06545642061
2009-04-22,A,1938.52853314217
2009-04-23,A,1933.3242716901
2009-04-24,A,1938.62406556756
2009-04-25,A,1914.20986331361
2009-04-26,A,1925.4807983393
2009-04-27,A,1930.26270376391
2009-04-28,A,1943.76659373621
2009-04-29,A,1943.72834473317
2009-04-30,A,1929.37023768666
2009-05-01,A,1913.61664188582
2009-05-02,A,1922.59366510489
2009-05-03,A,1929.04480929520
2009-05-04,A,1923.00318292198
2009-05-05,A,1938.31914134481
2009-05-06,A,1924.56356840367
2009-05-07,A,1941.38767110387
2009-05-08,A,1934.9589035588
2009-05-09,A,1936.38737668391
2009-05-10,A,1943.39926072532
2009-05-11,A,1937.01025057411
2009-05-12,A,1949.59132457401
2009-05-13,A,1943.27849197216
2009-05-14,A,1942.06351274227
2009-05-15,A,1936.68323227592
2009-05-16,A,1932.37548986222
2009-05-17,A,1926.63041972306
2009-05-18,A,1940.00497498881
2009-05-19,A,1946.59306883677
2009-05-20,A,1956.78083006765
2009-05-21,A,1942.62375076750
2009-05-22,A,1936.59221139161
2009-05-23,A,1944.89691385850
2009-05-24,A,1929.43415253108
2009-05-25,A,1943.66438035546
2009-05-26,A,1947.05351771508
2009-05-27,A,1945.09825580212
2009-05-28,A,1922.68598663672
2009-05-29,A,1940.79223814237
2009-05-30,A,1948.62365887128
2009-05-31,A,1938.23133131411
2009-06-01,A,1930.34206371179
2009-06-02,A,1928.80030832892
2009-06-03,A,1944.95629450331
2009-06-04,A,1926.15820209523
2009-06-05,A,1946.19201412603
2009-06-06,A,1942.26573204543
2009-06-07,A,1932.50563320796
2009-06-08,A,1912.63744056476
2009-06-09,A,1926.94028838755
2009-06-10,A,1949.18339561369
2009-06-11,A,1930.05458080929
2009-06-12,A,1941.76978136823
2009-06-13,A,1937.34867079636
2009-06-14,A,1958.09068647101
2009-06-15,A,1945.24999186862
2009-06-16,A,1937.38621062110
2009-06-17,A,1932.28473367197
2009-06-18,A,1950.83825632456
2009-06-19,A,1936.45503997754
2009-06-20,A,1940.54850855888
2009-06-21,A,1955.28307393861
2009-06-22,A,1917.71539877078
2009-06-23,A,1933.19594799175
2009-06-24,A,1955.45710368227
2009-06-25,A,1944.35498702212
2009-06-26,A,1950.23289939847
2009-06-27,A,1927.65228201123
2009-06-28,A,1918.64045994466
2009-06-29,A,1924.45693151577
2009-06-30,A,1932.41609946542
2009-07-01,A,1925.37210129527
2009-07-02,A,1927.60548361131
2009-07-03,A,1947.75436829001
2009-07-04,A,1936.24545154403
2009-07-05,A,1944.98281945381
2009-07-06,A,1944.20827965709
2009-07-07,A,1946.59936526639
2009-07-08,A,1940.74089945858
2009-07-09,A,1945.76377203581
2009-07-10,A,1927.09170256403
2009-07-11,A,1942.7404750146
2009-07-12,A,1943.41731927943
2009-07-13,A,1951.23390118291
2009-07-14,A,1952.67152277175
2009-07-15,A,1938.67131891100
2009-07-16,A,1930.84690142949
2009-07-17,A,1926.63780454626
2009-07-18,A,1947.30630297201
2009-07-19,A,1937.27304330738
2009-07-20,A,1940.16298622197
2009-07-21,A,1930.96388551260
2009-07-22,A,1940.97858709275
2009-07-23,A,1943.82055888356
2009-07-24,A,1933.09360927719
2009-07-25,A,1961.24876013363
2009-07-26,A,1935.9911983681
2009-07-27,A,1951.309413248
2009-07-28,A,1950.95444762456
2009-07-29,A,1930.63220116438
2009-07-30,A,1956.70911216979
2009-07-31,A,1966.86166707293
2009-08-01,A,1947.28481381212
2009-08-02,A,1937.33145024378
2009-08-03,A,1934.99926527341
2009-08-04,A,1950.99922035159
2009-08-05,A,1945.64687712834
2009-08-06,A,1949.46506062043
2009-08-07,A,1965.62046513306
2009-08-08,A,1938.03055503215
2009-08-09,A,1969.55368962667
2009-08-10,A,1953.47617392626
2009-08-11,A,1938.45304706074
2009-08-12,A,1927.10852320315
2009-08-13,A,1934.92224549707
2009-08-14,A,1943.53411312285
2009-08-15,A,1956.40468601027
2009-08-16,A,1964.04312726668
2009-08-17,A,1951.50014290009
2009-08-18,A,1959.54178198349
2009-08-19,A,1946.08710929442
2009-08-20,A,1944.95786487451
2009-08-21,A,1955.92932265597
2009-08-22,A,1930.59613539478
2009-08-23,A,1956.09734934829
2009-08-24,A,1940.09740125184
2009-08-25,A,1943.50830340798
2009-08-26,A,1934.01116975664
2009-08-27,A,1935.24244447012
2009-08-28,A,1952.95447199899
2009-08-29,A,1929.62862852828
2009-08-30,A,1952.15971800866
2009-08-31,A,1950.41624407971
2009-09-01,A,1946.62679914107
2009-09-02,A,1968.23427451531
2009-09-03,A,1949.50280223189
2009-09-04,A,1958.45214743627
2009-09-05,A,1950.20972015561
2009-09-06,A,1949.58824077095
2009-09-07,A,1949.11522564887
2009-09-08,A,1954.71013988373
2009-09-09,A,1954.76932196001
2009-09-10,A,1949.49690908703
2009-09-11,A,1947.65891595673
2009-09-12,A,1960.20823246471
2009-09-13,A,1954.33458364063
2009-09-14,A,1951.99603725282
2009-09-15,A,1946.03178056026
2009-09-16,A,1956.53059844212
2009-09-17,A,1946.75465870181
2009-09-18,A,1944.53644688221
2009-09-19,A,1944.99483860013
2009-09-20,A,1938.75108957176
2009-09-21,A,1936.08953839161
2009-09-22,A,1949.00220085377
2009-09-23,A,1949.18064068346
2009-09-24,A,1957.16404052689
2009-09-25,A,1939.83499278721
2009-09-26,A,1943.68354055410
2009-09-27,A,1950.11239622914
2009-09-28,A,1945.85398672735
2009-09-29,A,1932.19302234749
2009-09-30,A,1965.02606565284
2009-10-01,A,1949.52830231451
2009-10-02,A,1945.55506513891
2009-10-03,A,1950.73848610892
2009-10-04,A,1953.49907527376
2009-10-05,A,1930.37799661669
2009-10-06,A,1964.95939680184
2009-10-07,A,1944.67438331027
2009-10-08,A,1938.00865652017
2009-10-09,A,1945.14398925688
2009-10-10,A,1956.98305435217
2009-10-11,A,1948.72371146129
2009-10-12,A,1963.10232036096
2009-10-13,A,1948.87015483650
2009-10-14,A,1939.87155624023
2009-10-15,A,1953.24116106442
2009-10-16,A,1944.77405386352
2009-10-17,A,1948.94403165821
2009-10-18,A,1955.75134048295
2009-10-19,A,1956.32319636602
2009-10-20,A,1947.05324856877
2009-10-21,A,1952.02590260231
2009-10-22,A,1958.92305592175
2009-10-23,A,1967.31258318373
2009-10-24,A,1953.13198286954
2009-10-25,A,1950.76615179394
2009-10-26,A,1950.65469308920
2009-10-27,A,1952.60171444191
2009-10-28,A,1952.61588600271
2009-10-29,A,1956.90276173686
2009-10-30,A,1956.66513497736
2009-10-31,A,1978.9174906886
2009-11-01,A,1955.24809872882
2009-11-02,A,1948.96299366243
2009-11-03,A,1940.83316331004
2009-11-04,A,1947.49092454568
2009-11-05,A,1941.34126724326
2009-11-06,A,1963.97753328470
2009-11-07,A,1957.40845703990
2009-11-08,A,1928.42388866352
2009-11-09,A,1949.59713216402
2009-11-10,A,1960.61067123468
2009-11-11,A,1955.79813740929
2009-11-12,A,1955.68423437103
2009-11-13,A,1947.66196168057
2009-11-14,A,1964.59975927886
2009-11-15,A,1964.79682475460
2009-11-16,A,1960.09252396586
2009-11-17,A,1969.80955232562
2009-11-18,A,1946.41258141941
2009-11-19,A,1947.20789489986
2009-11-20,A,1946.56900590051
2009-11-21,A,1939.45615406549
2009-11-22,A,1961.51637020344
2009-11-23,A,1949.08383242507
2009-11-24,A,1953.17509445752
2009-11-25,A,1946.47015952024
2009-11-26,A,1960.22798781400
2009-11-27,A,1964.80041928218
2009-11-28,A,1963.48068482061
2009-11-29,A,1944.30408197304
2009-11-30,A,1964.6467590144
2009-12-01,A,1954.29826367401
2009-12-02,A,1954.43854217622
2009-12-03,A,1956.71792306741
2009-12-04,A,1957.56859149010
2009-12-05,A,1972.58437738301
2009-12-06,A,1947.54190935270
2009-12-07,A,1966.68757236534
2009-12-08,A,1956.831427206
2009-12-09,A,1958.45462235923
2009-12-10,A,1972.25192845271
2009-12-11,A,1951.14440353799
2009-12-12,A,1947.43002152700
2009-12-13,A,1968.74909589730
2009-12-14,A,1947.90659885619
2009-12-15,A,1967.56430231495
2009-12-16,A,1954.38070541385
2009-12-17,A,1959.55290767321
2009-12-18,A,1969.63464207098
2009-12-19,A,1969.71914482749
2009-12-20,A,1963.49380457513
2009-12-21,A,1970.5162989532
2009-12-22,A,1961.96999258415
2009-12-23,A,1961.49222419046
2009-12-24,A,1959.86345243185
2009-12-25,A,1943.46175559674
2009-12-26,A,1945.02214622214
2009-12-27,A,1951.00177928887
2009-12-28,A,1970.33098011106
2009-12-29,A,1966.18686202127
2009-12-30,A,1964.02842466738
2009-12-31,A,1974.28743465917
2010-01-01,A,1960.47683770972
2010-01-02,A,1933.06769335024
2010-01-03,A,1953.79394159508
2010-01-04,A,1960.63377683536
2010-01-05,A,1974.5069375194
2010-01-06,A,1964.24670292961
2010-01-07,A,1964.68124112980
2010-01-08,A,1964.28267897320
2010-01-09,A,1969.85857715846
2010-01-10,A,1962.72212784115
2010-01-11,A,1967.75289345455
2010-01-12,A,1964.24467564880
2010-01-13,A,1951.22676920598
2010-01-14,A,1967.53418690788
2010-01-15,A,1952.26476484509
2010-01-16,A,1959.51786441337
2010-01-17,A,1958.82243775048
2010-01-18,A,1977.10846427679
2010-01-19,A,1948.98885196129
2010-01-20,A,1966.12855743876
2010-01-21,A,1963.12562824346
2010-01-22,A,1962.61854498070
2010-01-23,A,1968.60374645805
2010-01-24,A,1953.58424273655
2010-01-25,A,1974.45202794905
2010-01-26,A,1949.7476752478
2010-01-27,A,1967.30304874054
2010-01-28,A,1964.50681133297
2010-01-29,A,1962.68558397884
2010-01-30,A,1971.04042671748
2010-01-31,A,1947.99366606635
2010-02-01,A,1967.54896944013
2010-02-02,A,1969.71311501187
2010-02-03,A,1963.04716336026
2010-02-04,A,1954.22419805840
2010-02-05,A,1960.88006997344
2010-02-06,A,1963.83293238464
2010-02-07,A,1968.40178199862
2010-02-08,A,1966.05771524063
2010-02-09,A,1959.45413058638
2010-02-10,A,1955.15780219531
2010-02-11,A,1967.8010547158
2010-02-12,A,1957.54485240297
2010-02-13,A,1974.96785297139
2010-02-14,A,1951.07267789118
2010-02-15,A,1961.46988698676
2010-02-16,A,1957.28420304150
2010-02-17,A,1957.67299064650
2010-02-18,A,1963.08261538339
2010-02-19,A,1951.70044555510
2010-02-20,A,1964.74067678789
2010-02-21,A,1982.75956952613
2010-02-22,A,1956.61567026151
2010-02-23,A,1958.35984988729
2010-02-24,A,1968.99887330594
2010-02-25,A,1956.61477010724
2010-02-26,A,1976.92440964569
2010-02-27,A,1969.76751601374
2010-02-28,A,1980.08842812148
2010-03-01,A,1962.16423522814
2010-03-02,A,1981.26232664862
2010-03-03,A,1961.58545666677
2010-03-04,A,1980.66442677326
2010-03-05,A,1971.76114975081
2010-03-06,A,1961.45805310847
2010-03-07,A,1985.14987515069
2010-03-08,A,1975.88595102188
2010-03-09,A,1952.19988656297
2010-03-10,A,1975.06764650568
2010-03-11,A,1969.03207551128
2010-03-12,A,1956.44381120116
2010-03-13,A,1969.4798480935
2010-03-14,A,1967.38327469373
2010-03-15,A,1971.77292235593
2010-03-16,A,1961.11158289464
2010-03-17,A,1965.99823574425
2010-03-18,A,1967.70487056965
2010-03-19,A,1989.11781857453
2010-03-20,A,1964.34360718332
2010-03-21,A,1963.86069030686
2010-03-22,A,1971.55747974289
2010-03-23,A,1983.13003820282
2010-03-24,A,1961.18170757694
2010-03-25,A,1964.71242103954
2010-03-26,A,1962.31477874558
2010-03-27,A,1968.3707420593
2010-03-28,A,1979.22815142316
2010-03-29,A,1961.25996219864
2010-03-30,A,1961.51902589093
2010-03-31,A,1973.84826965961
2010-04-01,A,1958.46406230892
